"Sub","Run","Trial","OldT","Delay","LuckyDeck","ObjPP","OldObjLuckyDeck","ObjDeckMatch","Outcome","Resp","RT","DeckC","LuckyDeckC","OldObjC","RevT","OldDeckPP","OldDeck","EncRevT","Enc_Pay1","OptObj","PP","StayResp","DeckUnC","ObjPP_C","ChooseRed","LuckRed","OldRed","OldValRed","pre_post_rev","pre_post_rev_enc","Q_chosen_norm","Q_unchosen_norm","Q_diff_norm","PE_norm","Q_chosen","Q_unchosen","Q_diff","Q_red","Q_blue","PE","Inc_lik","Ep_lik","Inc_lik_norm","Ep_lik_norm","Lik_rat","Ep_lik_enc","Ep_lik_norm_enc","encT","Lik_rat_norm"
2,1,23,0,NA,2,NA,NA,NA,0.8,1,1375.90971300961,1,0,NA,6,NA,NA,NA,NA,NA,0.6,1,2,0,0,0.5,0,0,-0.5,NA,0.566282248167568,0.330874310001261,0.140958762884563,0.517678527169639,0.613869385976234,0.547910650657215,0.0659587353190186,0.547910650657215,0.613869385976234,0.186130614023766,-0.661051407103569,NA,0.405965042272002,NA,NA,-0.57837170539625,1.22836863043453,1,NA
2,1,24,0,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,0.8,0,NA,0,NA,0.5,0,0,-0.5,NA,NA,NA,NA,0.000886352025146115,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,NA
2,1,25,0,NA,2,NA,NA,NA,0.8,1,864.830780003103,2,1,NA,8,NA,NA,NA,NA,NA,NA,0,1,0,1,0.5,0,0,-0.5,NA,0.233400304657808,1.08146086278793,-0.525521549810622,0.70081314193507,0.547910650657215,0.698535955187111,-0.150625304529896,0.547910650657215,0.698535955187111,0.252089349342785,-0.751532282697484,NA,-0.700797472086643,NA,NA,-0.57837170539625,1.22836863043453,1,NA
2,1,26,0,NA,2,NA,NA,NA,1,2,992.497956991429,2,1,NA,9,NA,NA,NA,NA,NA,0.8,1,1,0,1,0.5,0,0,-0.5,NA,0.809596790620091,1.08146086278793,-0.174192903801834,0.939119878563742,0.66208083095785,0.698535955187111,-0.0364551242292613,0.66208083095785,0.698535955187111,0.33791916904215,-0.72178285737372,NA,-0.336902355511659,NA,NA,-0.544214183311927,1.57857621089063,1,NA
2,1,27,1,11,2,0.2,1,0,0.8,2,1044.0432989999,2,1,0,10,0.8,1,16,1,1,1,1,1,0,1,0.5,-0.5,0.3,0.5,0.5,1.55755238782252,1.08146086278793,0.281863725563007,-0.0276675893548902,0.810284139152027,0.698535955187111,0.111748183964916,0.810284139152027,0.698535955187111,-0.0102841391520272,-0.684261008897831,-0.692658898771932,0.122065079208342,0.0566138008420545,0.00839788987410095,NA,NA,0,0.0539668003483547
2,1,28,1,17,2,0.4,1,0,1,1,907.435493005323,2,1,0,11,0.8,1,11,0,1,0.8,1,1,0,1,0.5,-0.5,0.1,0.5,0.5,1.4577340373558,1.08146086278793,0.221000726966727,0.58254792472152,0.790505679290258,0.698535955187111,0.0919697241031471,0.790505679290258,0.698535955187111,0.209494320709742,-0.687180490720938,-0.736551070309347,0.0863539632188294,-0.3934004348843,0.0493705795884085,NA,NA,0,0.379975552093411
2,1,29,1,24,2,1,1,1,0.2,1,988.082951007527,2,1,0,12,0.8,1,5,1,0,1,1,1,0,1,0.5,-0.5,-0.5,0.5,-0.5,1.90869709902845,1.08146086278793,0.495969848989108,-1.88675113791759,0.879861541942053,0.698535955187111,0.181325586754942,0.879861541942053,0.698535955187111,-0.679861541942053,-0.665204243905875,-0.891770800949236,0.355167522123444,-1.98482519257752,0.226566557043361,NA,NA,0,1.78987663076636
2,1,30,1,22,2,0.4,0,1,0.4,1,742.54553100036,2,1,1,13,0.2,2,8,0.6,0,0.2,1,1,-0.1,1,0.5,0.5,-0.1,0.5,-0.5,0.25166642793179,1.08146086278793,-0.514384008166368,-0.419837073479029,0.551529983017602,0.698535955187111,-0.147005972169509,0.551529983017602,0.698535955187111,-0.151529983017602,-0.745091527536946,-0.658216264015531,-0.622014123350731,0.409744562282995,-0.0868752635214148,NA,NA,0,-0.704096241884417
2,1,31,0,NA,2,NA,NA,NA,0.2,2,1083.6217909964,1,0,NA,14,NA,NA,NA,NA,NA,0.4,0,2,0,0,0.5,0,0,0.5,NA,0.99357928430546,0.059688204043068,0.568963365488632,-1.38330013454599,0.698535955187111,0.493489891795261,0.20504606339185,0.493489891795261,0.698535955187111,-0.498535955187111,-0.632822850967911,NA,0.751256879473412,NA,NA,-0.692658898771932,0.0566138008420545,1,NA
2,1,32,1,22,2,0,0,1,0,1,715.055729000596,2,1,1,15,0.4,2,10,0.2,0,0.2,0,1,-0.5,1,0.5,0.5,-0.5,0.5,0.5,-0.0412515347024283,-0.110238632522464,0.0429230478882738,-1.36928972529725,0.493489891795261,0.459389518679784,0.0341003731154768,0.493489891795261,0.459389518679784,-0.493489891795261,-0.701637784088129,-0.753852180290264,-0.0904877202072398,-0.57078390698349,0.0522143962021346,NA,NA,0,0.402603041547904
2,1,33,1,16,2,0.8,1,1,0.8,2,898.720996003249,2,1,0,16,0.2,1,17,0.2,0,0,1,1,0,1,0.5,-0.5,-0.3,0.5,0.5,-1.1517905869417,-0.110238632522464,-0.634214336786168,1.46287430282294,0.273442656322616,0.459389518679784,-0.185946862357168,0.273442656322616,0.459389518679784,0.526557343677384,-0.759175703662271,-0.836187719252394,-0.794291834842987,-1.41494730426667,0.0770120155901233,NA,NA,0,0.599911077688479
2,1,34,0,NA,2,NA,NA,NA,0.6,2,886.452437000116,2,1,NA,17,NA,NA,NA,NA,NA,0.8,1,1,0,1,0.5,0,0,0.5,NA,0.184803467202097,-0.110238632522464,0.180757275755865,0.172248071192834,0.538281453274845,0.459389518679784,0.0788919345950608,0.538281453274845,0.459389518679784,0.0617185467251552,-0.694734464118881,NA,-0.00604627646085314,NA,NA,-0.616333994093579,0.839151835362328,1,NA
2,1,35,1,10,2,0.8,0,0,0.8,1,1048.36588801118,2,1,1,18,0.6,2,8,NA,1,0.6,1,1,0.3,1,0.5,0.5,0.3,0.5,-0.5,0.306746712501522,-0.110238632522464,0.255110653995261,0.660461700810739,0.562443839963179,0.459389518679784,0.103054321283395,0.562443839963179,0.459389518679784,0.237556160036821,-0.688113026643623,-0.57837170539625,0.0749471792355247,1.22836863043453,-0.109741321247373,NA,NA,0,-0.886035357635631
