"Sub","Run","Trial","OldT","Delay","LuckyDeck","ObjPP","OldObjLuckyDeck","ObjDeckMatch","Outcome","Resp","RT","DeckC","LuckyDeckC","OldObjC","RevT","OldDeckPP","OldDeck","EncRevT","Enc_Pay1","OptObj","PP","StayResp","DeckUnC","ObjPP_C","ChooseRed","LuckRed","OldRed","OldValRed","pre_post_rev","pre_post_rev_enc","Q_chosen_norm","Q_unchosen_norm","Q_diff_norm","PE_norm","Q_chosen","Q_unchosen","Q_diff","Q_red","Q_blue","PE","Inc_lik","Ep_lik","Inc_lik_norm","Ep_lik_norm","Lik_rat","Ep_lik_enc","Ep_lik_norm_enc","encT","Lik_rat_norm"
12,5,298,1,11,2,0.2,1,0,0.8,1,486.26322200289,2,1,0,14,0,1,3,0.6,1,0.2,1,1,0,1,0.5,-0.5,0.3,0.5,-0.5,-0.361799882807403,-1.31924528214428,0.547918207116128,1.00443109244379,0.431938068343727,0.243461963948013,0.188476104395713,0.431938068343727,0.243461963948013,0.368061931656273,-0.680309902144206,-0.435579958419657,0.364819640204348,0.897304788494091,-0.244729943724549,NA,NA,0,-0.844572125983031
12,5,299,1,14,2,1,0,0,0.6,2,825.461806998646,1,0,0,15,0.8,2,1,0.8,0,0.8,0,2,0,0,0.5,0.5,0.5,0.5,-0.5,-1.28190741735969,0.591666611409633,-1.15113827922205,0.972980042627994,0.243461963948013,0.610125217834425,-0.366663253886412,0.610125217834425,0.243461963948013,0.356538036051987,-0.731968768391918,-0.585475620237015,-0.858762063729977,0.281066312355017,-0.146493148154903,NA,NA,0,-0.432900387294983
12,5,300,0,NA,2,NA,NA,NA,0.4,1,512.32956199965,1,0,NA,16,NA,NA,NA,NA,NA,0.6,1,2,0,0,0.5,0,0,0.5,NA,-0.434348219172568,0.591666611409633,-0.619772539236518,-0.0466916681184665,0.417077166432789,0.610125217834425,-0.193048051401636,0.610125217834425,0.417077166432789,-0.0170771664327889,-0.71031595524534,NA,-0.345897807712082,NA,NA,NA,NA,0,NA
13,1,1,0,NA,1,NA,NA,NA,0.8,1,1066.81156899867,2,0,NA,1,NA,NA,NA,NA,NA,NA,NA,1,0,1,-0.5,0,0,-0.5,NA,-0.142239109656916,-0.0261035201866961,-0.0746938834403571,0.803728113049381,0.5,0.5,0,0.5,0.5,0.3,-0.556340883532865,NA,0.767897109497422,NA,NA,-0.628330297052247,0.0262206595303067,1,NA
13,1,2,0,NA,1,NA,NA,NA,0,2,907.206768002652,1,1,NA,2,NA,NA,NA,NA,NA,0.8,0,2,0,0,-0.5,0,0,-0.5,NA,-0.142239109656916,0.715278767249621,-0.537575009046822,-1.32376455727911,0.5,0.645525500976464,-0.145525500976464,0.645525500976464,0.5,-0.5,-0.902021324469007,NA,-1.37186417025221,NA,NA,-1.37535709218166,-2.50811019090488,1,NA
13,1,3,0,NA,1,NA,NA,NA,1,2,948.280911004986,2,0,NA,3,NA,NA,NA,NA,NA,0,0,1,0,1,-0.5,0,0,-0.5,NA,0.581342083353854,-1.26174066591389,1.15965578484355,0.948595734789866,0.645525500976464,0.257457498372559,0.388068002603905,0.645525500976464,0.257457498372559,0.354474499023536,-0.474530903720151,NA,1.27430073079077,NA,NA,-0.746413055207599,-0.374381807273773,1,NA
13,1,4,0,NA,1,NA,NA,NA,0,2,949.342190993775,2,0,NA,4,NA,NA,NA,NA,NA,1,1,1,0,1,-0.5,0,0,-0.5,NA,1.39346811628176,-1.26174066591389,1.67917980769967,-2.14513362956579,0.808858999607217,0.257457498372559,0.551401501234657,0.808858999607217,0.257457498372559,-0.808858999607217,-0.443509689377989,NA,1.46632198926988,NA,NA,-1.37535709218166,-2.50811019090488,1,NA
13,1,5,0,NA,1,NA,NA,NA,0.8,2,1081.67859000241,1,1,NA,5,NA,NA,NA,NA,NA,0,0,2,0,0,-0.5,0,0,-0.5,NA,-1.34820776467487,-0.526482627308961,-0.533751341769352,1.44873735611878,0.257457498372559,0.401780874083293,-0.144323375710734,0.401780874083293,0.257457498372559,0.542542501627441,-0.905337092516617,NA,-1.39238876823552,NA,NA,NA,NA,0,NA
13,1,6,0,NA,1,NA,NA,NA,0.6,1,1061.99097599892,1,1,NA,6,NA,NA,NA,NA,NA,0.8,1,2,0,0,-0.5,0,0,-0.5,NA,0.0317777984859721,-0.526482627308961,0.349037316872655,0.178782448321095,0.534998004343505,0.401780874083293,0.133217130260211,0.401780874083293,0.534998004343505,0.0650019956564953,-0.82088763527112,NA,-0.869646786593671,NA,NA,NA,NA,0,NA
13,1,7,0,NA,1,NA,NA,NA,0.8,1,807.822130998829,1,1,NA,7,NA,NA,NA,NA,NA,0.6,1,2,0,0,-0.5,0,0,-0.5,NA,0.148627014428479,-0.526482627308961,0.423786767416895,0.648159112354204,0.55849853317564,0.401780874083293,0.156717659092346,0.401780874083293,0.55849853317564,0.24150146682436,-0.812437655084592,NA,-0.817341425119298,NA,NA,-0.628330297052247,0.0262206595303067,1,NA
13,1,8,0,NA,1,NA,NA,NA,0,1,1046.7510219969,2,0,NA,8,NA,NA,NA,NA,NA,0.8,0,1,0,1,-0.5,0,0,-0.5,NA,-0.63060377310363,0.84109509622283,-0.928539364712525,-1.06256396918678,0.401780874083293,0.670221915518764,-0.268441041435471,0.401780874083293,0.670221915518764,-0.401780874083293,-0.619285940344923,NA,0.378267326124857,NA,NA,-0.301881385757378,1.13371714075391,1,NA
13,1,9,0,NA,1,NA,NA,NA,0.2,2,656.800299002498,2,0,NA,9,NA,NA,NA,NA,NA,0,1,1,0,1,-0.5,0,0,-0.5,NA,-1.52461156935406,0.84109509622283,-1.50044385729266,-0.0525330239889122,0.221979445186463,0.670221915518764,-0.448242470332301,0.221979445186463,0.670221915518764,-0.0219794451864635,-0.669041628619151,NA,0.0702797092143787,NA,NA,NA,NA,1,NA
13,1,10,0,NA,1,NA,NA,NA,0.6,2,1173.33543900168,2,0,NA,10,NA,NA,NA,NA,NA,0.2,1,1,0,1,-0.5,0,0,0.5,NA,-1.48519089420648,0.84109509622283,-1.47522611163988,0.990129264146058,0.229907668798541,0.670221915518764,-0.440314246720224,0.229907668798541,0.670221915518764,0.370092331201459,-0.669114314015489,NA,0.0698297867476431,NA,NA,-0.525498511110003,0.37508333650246,1,NA
13,1,11,0,NA,1,NA,NA,NA,0.6,1,1064.2325000008,2,0,NA,11,NA,NA,NA,NA,NA,0.6,1,1,0,1,-0.5,0,0,0.5,NA,-0.539740830900997,0.84109509622283,-0.870413557451468,0.484457721892331,0.420055084789647,0.670221915518764,-0.250166830729117,0.420055084789647,0.670221915518764,0.179944915210353,-0.619793101336608,NA,0.375128000539446,NA,NA,-0.525498511110003,0.37508333650246,1,NA
13,1,12,0,NA,1,NA,NA,NA,0.2,2,764.477118005743,2,0,NA,12,NA,NA,NA,NA,NA,0.6,1,1,0,1,-0.5,0,0,0.5,NA,-0.126281224330357,0.84109509622283,-0.605919883582064,-0.800426423748363,0.503209424566454,0.670221915518764,-0.167012490952311,0.503209424566454,0.670221915518764,-0.303209424566454,-0.59821271804434,NA,0.508710532562076,NA,NA,NA,NA,0,NA
13,1,13,0,NA,1,NA,NA,NA,0.2,1,761.792244004027,2,0,NA,13,NA,NA,NA,NA,NA,0.2,1,1,0,1,-0.5,0,0,0.5,NA,-0.88941443651094,0.84109509622283,-1.09410277674436,-0.392266581863926,0.349729284276648,0.670221915518764,-0.320492631242117,0.349729284276648,0.670221915518764,-0.149729284276648,-0.636612883785562,NA,0.271013578790217,NA,NA,-1.20560255339284,-1.93220827218004,1,NA
13,1,14,1,13,1,0.8,1,1,1,2,993.80846999702,1,1,0,14,0.2,2,1,0.4,0,0.2,0,2,0,0,-0.5,0.5,0.3,0.5,-0.5,0.704137476447852,-1.13273978228821,1.15766751203602,0.882918933637195,0.670221915518764,0.282779007308186,0.387442908210578,0.282779007308186,0.670221915518764,0.329778084481236,-0.740073780097028,-0.628330297052247,-0.369409174941352,0.0262206595303067,-0.111743483044782,NA,NA,0,-0.183010077258299
13,1,15,1,13,1,0,0,1,0,2,1048.78929400002,1,1,1,15,1,1,2,0.8,0,1,1,2,-0.5,0,-0.5,-0.5,0.5,0.5,-0.5,1.45073781989084,-1.13273978228821,1.63527418657257,-2.17576418370332,0.820376991491177,0.282779007308186,0.537597984182991,0.282779007308186,0.820376991491177,-0.820376991491177,-0.699129144419829,-1.37535709218166,-0.115961957047672,-2.50811019090488,0.676227947761827,NA,NA,0,1.96445553406416
13,1,16,0,NA,1,NA,NA,NA,1,1,692.912745995272,1,1,NA,16,NA,NA,NA,NA,NA,0,1,2,0,0,-0.5,0,0,0.5,NA,-0.601850693046041,-1.13273978228821,0.322215623895166,1.58142335757705,0.40756364790386,0.282779007308186,0.124784640595674,0.282779007308186,0.40756364790386,0.59243635209614,-0.811908601589694,NA,-0.814066584980146,NA,NA,-0.746413055207599,-0.374381807273773,1,NA
13,1,17,0,NA,1,NA,NA,NA,0.2,2,952.75390399911,2,0,NA,17,NA,NA,NA,NA,NA,1,0,1,0,1,-0.5,0,0,0.5,NA,-1.22230428025781,1.04445409111881,-1.43402221898911,-0.214221302455346,0.282779007308186,0.710139135166192,-0.427360127858005,0.282779007308186,0.710139135166192,-0.0827790073081863,-0.667256491411873,NA,0.0813297051725766,NA,NA,-0.363485653416524,0.924721162209395,1,NA
13,1,18,1,15,2,1,0,0,0.2,2,932.990239001811,1,0,0,1,0.2,2,3,0,0,0.2,0,2,0,0,0.5,0.5,0.5,-0.5,-0.5,0.902613683163193,-1.3004479582736,1.38934284693931,-1.35072822696604,0.710139135166192,0.249859666312709,0.460279468853482,0.249859666312709,0.710139135166192,-0.510139135166192,-0.718443176958734,-0.746413055207599,-0.235515782166195,-0.374381807273773,0.0279698782488651,NA,NA,0,0.197752000007943
13,1,19,1,10,2,0.2,0,1,NA,NA,NA,NA,NA,0,2,0.2,2,9,0,1,0.2,0,NA,0,NA,0.5,0.5,-0.3,-0.5,-0.5,NA,NA,NA,0.0059183616761975,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,NA
13,1,20,1,10,2,0.6,0,0,0.6,1,1000.71550499706,1,0,0,3,0.2,2,10,0.2,0,NA,0,2,0,0,0.5,0.5,0.1,-0.5,0.5,-0.37755567216001,-1.3004479582736,0.57040747675192,0.397713405577528,0.452673506474328,0.249859666312709,0.202813840161619,0.249859666312709,0.452673506474328,0.147326493525672,-0.788688531138419,-0.525498511110003,-0.670334392524756,0.37508333650246,-0.263190020028416,NA,NA,0,-0.59574868352136
13,1,21,0,NA,2,NA,NA,NA,0.4,2,963.283738994505,2,1,NA,4,NA,NA,NA,NA,NA,0.6,0,1,0,1,0.5,0,0,-0.5,NA,-1.38598566854239,0.145556099449544,-0.977504750671788,0.405196435976678,0.249859666312709,0.533694967587338,-0.283835301274629,0.249859666312709,0.533694967587338,0.150140333687291,-0.629822558334633,NA,0.313045680570254,NA,NA,-0.437547262922898,0.673462943590382,1,NA
13,1,22,0,NA,2,NA,NA,NA,1,1,984.361307993822,2,1,NA,5,NA,NA,NA,NA,NA,0.4,1,1,0,1,0.5,0,0,-0.5,NA,-0.991675170743146,0.145556099449544,-0.725260926726738,1.78991997997525,0.329162767729359,0.533694967587338,-0.204532199857979,0.329162767729359,0.533694967587338,0.670837232270641,-0.610379817596788,NA,0.433396209198333,NA,NA,-0.746413055207599,-0.374381807273773,1,NA
13,1,23,1,12,2,0.6,0,0,0.4,2,806.795653996232,1,0,0,6,1,2,11,0.6,0,1,0,2,0,0,0.5,0.5,0.1,-0.5,0.5,0.025298845421131,0.75937597603754,-0.457931573643576,-0.349625467826135,0.533694967587338,0.654181316618778,-0.12048634903144,0.654181316618778,0.533694967587338,-0.133694967587338,-0.888713287429663,-0.525498511110003,-1.28948744598876,0.37508333650246,-0.36321477631966,NA,NA,0,-0.868347049424647
13,1,24,0,NA,2,NA,NA,NA,0,1,680.810928002757,1,0,NA,7,NA,NA,NA,NA,NA,0.4,1,2,0,0,0.5,0,0,-0.5,NA,-0.295442477968259,0.75937597603754,-0.663112562636996,-1.24182412854656,0.469187981749467,0.654181316618778,-0.184993334869311,0.654181316618778,0.469187981749467,-0.469187981749467,-0.9098894878418,NA,-1.42056808674298,NA,NA,-0.301881385757378,1.13371714075391,1,NA
13,1,25,0,NA,2,NA,NA,NA,0.8,1,842.239953999524,2,1,NA,8,NA,NA,NA,NA,NA,0,0,1,0,1,0.5,0,0,-0.5,NA,0.624380488079632,-1.3211466732933,1.22427789143459,0.393703586789323,0.654181316618778,0.245796727497126,0.408384589121652,0.654181316618778,0.245796727497126,0.145818683381222,-0.474453099390257,NA,1.2747823394466,NA,NA,-0.628330297052247,0.0262206595303067,1,NA
13,1,26,1,10,2,1,1,1,1,2,1098.72824399645,2,1,0,9,0,1,16,0,0,0.8,1,1,0,1,0.5,-0.5,-0.5,-0.5,0.5,0.88224885700452,-1.3211466732933,1.38923850956453,0.787656518418623,0.706043393654851,0.245796727497126,0.460246666157725,0.706043393654851,0.245796727497126,0.293956606345149,-0.462382327168874,-0.746413055207599,1.34950039681208,-0.374381807273773,0.284030728038726,NA,NA,0,0.895596931729446
13,1,27,0,NA,2,NA,NA,NA,0.8,2,898.444874001143,2,1,NA,10,NA,NA,NA,NA,NA,1,1,1,0,1,0.5,0,0,0.5,NA,1.5228096517885,-1.3211466732933,1.79901077088499,-0.0868189478753104,0.83487196392068,0.245796727497126,0.589075236423554,0.83487196392068,0.245796727497126,-0.0348719639206801,-0.437751576841366,NA,1.50196469505023,NA,NA,-0.628330297052247,0.0262206595303067,1,NA
13,1,28,1,24,2,0,0,1,0,2,973.532659001648,2,1,1,11,0.8,2,4,1,0,0.8,1,1,-0.5,1,0.5,0.5,-0.5,0.5,-0.5,1.35760474745223,-1.3211466732933,1.69332776970486,-2.1259521986999,0.801646215795208,0.245796727497126,0.555849488298082,0.801646215795208,0.245796727497126,-0.801646215795208,-0.441930259416261,-1.37535709218166,1.47609865776472,-2.50811019090488,0.933426832765395,NA,NA,0,2.66540196336586
13,1,29,1,21,2,0,0,1,0.4,1,675.410908996128,1,0,0,12,0,2,8,0.8,1,0,0,2,0,0,0.5,0.5,-0.5,0.5,-0.5,-1.40618739329567,-0.513654166267564,-0.57885084389777,0.416001276664361,0.245796727497126,0.404298965291356,-0.158502237794229,0.404298965291356,0.245796727497126,0.154203272502874,-0.910353412263091,-0.301881385757378,-1.4234397780389,1.13371714075391,-0.608472026505713,NA,NA,0,-1.53674883419865
13,1,30,1,13,2,0.2,0,1,0.6,2,742.444026000157,1,0,0,13,0,2,17,1,1,0.4,1,2,0,0,0.5,0.5,-0.3,0.5,0.5,-0.955922482165395,-0.513654166267564,-0.290812499482187,0.707051410993997,0.336353291704815,0.404298965291356,-0.0679456735865406,0.404298965291356,0.336353291704815,0.263646708295185,-0.883761092320058,-0.363485653416524,-1.25883336756708,0.924721162209395,-0.520275438903534,NA,NA,0,-1.29638588256499
13,1,31,1,24,2,0.8,1,1,0.6,1,1076.48701400467,2,1,0,14,0.6,1,7,0.6,0,0.6,0,1,0,1,0.5,-0.5,-0.3,0.5,-0.5,-0.618083332162258,-0.187527371578149,-0.278310749360198,0.526359007824125,0.404298965291356,0.468314205449224,-0.0640152401578685,0.404298965291356,0.468314205449224,0.195701034708644,-0.566875345651099,-0.628330297052247,0.702688808783205,0.0262206595303067,0.0614549514011473,NA,NA,0,0.289009170351714
13,1,32,1,10,2,1,0,0,0.2,2,1251.73121099942,1,0,0,15,0.6,2,5,0.4,0,0.6,0,2,0,0,0.5,0.5,0.5,0.5,-0.5,-0.299787064267652,0.0583216389697251,-0.228189412885968,-0.707627270121598,0.468314205449224,0.516571765726614,-0.0482575602773901,0.516571765726614,0.468314205449224,-0.268314205449224,-0.874962564761949,-0.746413055207599,-1.20437049851766,-0.374381807273773,-0.128549509554349,NA,NA,0,-0.228811692115485
13,1,33,1,20,2,0.2,0,1,0.2,1,851.131092000287,2,1,1,16,0.6,2,13,0.2,0,0.2,0,1,-0.3,1,0.5,0.5,-0.3,0.5,0.5,-0.0598410561590778,-0.874043854061392,0.507427373304587,-0.835961777344201,0.516571765726614,0.333558281636361,0.183013484090253,0.516571765726614,0.333558281636361,-0.316571765726614,-0.513605330114885,-1.20560255339284,1.03243010484082,-1.93220827218004,0.691997223277954,NA,NA,0,2.00743168213553
13,1,34,1,10,2,0,1,0,0.4,2,965.783199004363,2,1,0,17,0.2,1,7,0.4,1,0.2,1,1,0,1,0.5,-0.5,0.5,0.5,-0.5,-0.811329034431178,-0.874043854061392,0.0266940366420637,0.0978428086244317,0.365433696395658,0.333558281636361,0.0318754147592963,0.365433696395658,0.333558281636361,0.0345663036043422,-0.546978960067271,-0.301881385757378,0.825847398155376,1.13371714075391,-0.245097574309892,NA,NA,0,-0.546441178850188
13,1,35,1,10,2,0.8,0,0,0.6,2,1183.44909200096,1,0,0,18,0.4,2,8,0,0,0.4,0,2,0,0,0.5,0.5,0.3,0.5,-0.5,-0.96981981772678,-0.572597406170839,-0.262901604981905,0.714484365286658,0.333558281636361,0.392729030776516,-0.0591707491401547,0.392729030776516,0.333558281636361,0.266441718363639,-0.875482254135503,-0.628330297052247,-1.20758737476329,0.0262206595303067,-0.247151957083256,NA,NA,0,-0.552040006657658
13,1,36,0,NA,2,NA,NA,NA,0.6,2,1192.77743899875,2,1,NA,19,NA,NA,NA,NA,NA,0.6,0,1,0,1,0.5,0,0,0.5,NA,-0.675611304669687,-0.18547320334015,-0.316394406628493,0.557127696419752,0.392729030776516,0.468717416946168,-0.0759883861696515,0.392729030776516,0.468717416946168,0.207270969223484,-0.572551624866499,NA,0.66755265110744,NA,NA,NA,NA,1,NA
13,1,37,0,NA,2,NA,NA,NA,0.6,2,761.219747997529,2,1,NA,20,NA,NA,NA,NA,NA,0.6,1,1,0,1,0.5,0,0,0.5,NA,-0.152639915551467,-0.18547320334015,0.0181548984021799,0.277417789832609,0.497908206427995,0.468717416946168,0.0291907894818275,0.497908206427995,0.468717416946168,0.102091793572005,-0.548578682235542,NA,0.815945120940168,NA,NA,-0.525498511110003,0.37508333650246,1,NA
13,1,38,1,11,1,0.8,1,1,0.4,1,856.14634599915,1,1,0,1,0.6,2,10,1,0,0.6,0,2,0,0,-0.5,0.5,0.3,-0.5,0.5,-0.297782218010216,0.200107962015838,-0.315431013065892,-0.176826389419901,0.468717416946168,0.544402921181173,-0.075685504235005,0.544402921181173,0.468717416946168,-0.0687174169461677,-0.881428242266988,-0.628330297052247,-1.24439303012276,0.0262206595303067,-0.253097945214742,NA,NA,0,-0.56824466146935
13,1,39,0,NA,1,NA,NA,NA,0.2,1,877.419121003186,2,0,NA,2,NA,NA,NA,NA,NA,0.4,0,1,0,1,-0.5,0,0,-0.5,NA,0.0785408805568426,-0.377635096955031,0.286019289749297,-0.909975001389634,0.544402921181173,0.430998069841731,0.113404851339442,0.544402921181173,0.430998069841731,-0.344402921181173,-0.52996799425742,NA,0.931145244549254,NA,NA,NA,NA,0,NA
13,1,40,1,19,1,0.4,1,0,0.4,1,889.117736995104,1,1,0,3,0.2,2,4,0.6,1,0.2,0,2,0,0,-0.5,0.5,-0.1,-0.5,-0.5,-0.485330173483873,-0.671809737296495,0.108973693939997,-0.0765168463020693,0.430998069841731,0.373254699605171,0.0577433702365597,0.373254699605171,0.430998069841731,-0.0309980698417311,-0.839521522172817,-0.437547262922898,-0.984990511496089,0.673462943590382,-0.40197425924992,NA,NA,0,-0.973978616066815
13,1,41,0,NA,1,NA,NA,NA,0.8,2,1163.66682599619,1,1,NA,4,NA,NA,NA,NA,NA,0.4,1,2,0,0,-0.5,0,0,-0.5,NA,-0.559694675823701,-0.671809737296495,0.0614020808567478,1.02700315227031,0.416041999172122,0.373254699605171,0.0427872995669508,0.373254699605171,0.416041999172122,0.383958000827878,-0.84410758261752,NA,-1.01337821703011,NA,NA,NA,NA,0,NA
13,1,42,0,NA,1,NA,NA,NA,0.4,2,931.399471002806,2,0,NA,5,NA,NA,NA,NA,NA,0.8,0,1,0,1,-0.5,0,0,-0.5,NA,-0.772441480051302,0.500050966576348,-0.806343682545167,0.077043899870862,0.373254699605171,0.603278560298466,-0.230023860693295,0.373254699605171,0.603278560298466,0.0267453003948286,-0.610554679112001,NA,0.432313816747782,NA,NA,-0.301881385757378,1.13371714075391,1,NA
13,1,43,0,NA,1,NA,NA,NA,0.6,2,858.830381999724,1,1,NA,6,NA,NA,NA,NA,NA,0.4,0,2,0,0,-0.5,0,0,-0.5,NA,0.37128204898376,-0.565766242382453,0.590747789140697,-0.00280052957907357,0.603278560298466,0.39406991597084,0.209208644327626,0.39406991597084,0.603278560298466,-0.00327856029846621,-0.793180275407097,NA,-0.698138281106434,NA,NA,NA,NA,0,NA
13,1,44,0,NA,1,NA,NA,NA,1,1,1035.14094400452,1,1,NA,7,NA,NA,NA,NA,NA,0.6,1,2,0,0,-0.5,0,0,-0.5,NA,0.311500808887865,-0.565766242382453,0.552505214605836,1.09291964857318,0.591255452182913,0.39406991597084,0.197185536212073,0.39406991597084,0.591255452182913,0.408744547817087,-0.795128541515701,NA,-0.710198044657274,NA,NA,NA,NA,0,NA
13,1,45,0,NA,1,NA,NA,NA,0.2,1,845.703831000719,2,0,NA,8,NA,NA,NA,NA,NA,1,0,1,0,1,-0.5,0,0,-0.5,NA,-0.668944161783465,1.42204656558209,-1.31578238209782,-0.510184543022837,0.39406991597084,0.784256543880157,-0.390186627909317,0.39406991597084,0.784256543880157,-0.19406991597084,-0.65538273456836,NA,0.154828237719306,NA,NA,-0.776370777684671,-0.476015083051071,1,NA
13,1,46,0,NA,1,NA,NA,NA,0.8,2,824.003194007673,2,0,NA,9,NA,NA,NA,NA,NA,0.2,1,1,0,1,-0.5,0,0,-0.5,NA,-1.12091780582792,1.42204656558209,-1.60491381768592,1.32717190439403,0.303169694111772,0.784256543880157,-0.481086849768385,0.303169694111772,0.784256543880157,0.496830305888229,-0.680844040115189,NA,-0.00277719576555774,NA,NA,-0.776370777684671,-0.476015083051071,1,NA
13,1,47,0,NA,1,NA,NA,NA,1,1,1119.93605100724,1,1,NA,10,NA,NA,NA,NA,NA,0.8,0,2,0,0,-0.5,0,0,0.5,NA,1.27113990475504,0.237643042956521,0.66478700923241,0.579659138634076,0.784256543880157,0.551770660538655,0.232485883341501,0.551770660538655,0.784256543880157,0.215743456119843,-0.782681130655846,NA,-0.633148594827475,NA,NA,NA,NA,0,NA
13,1,48,0,NA,1,NA,NA,NA,0.4,1,931.117201005691,2,0,NA,11,NA,NA,NA,NA,NA,1,0,1,0,1,-0.5,0,0,0.5,NA,0.115174718601089,1.87924558521477,-1.09962642557936,-0.39769534815743,0.551770660538655,0.873999875364468,-0.322229214825813,0.551770660538655,0.873999875364468,-0.151770660538655,-0.640608120572601,NA,0.246283070586783,NA,NA,NA,NA,1,NA
13,1,49,0,NA,1,NA,NA,NA,0.8,2,526.644505007425,1,1,NA,12,NA,NA,NA,NA,NA,0.4,0,2,0,0,-0.5,0,0,0.5,NA,1.71736126406637,-0.188162597654506,1.21608989031786,-0.190874378877712,0.873999875364468,0.468189517289604,0.405810358074864,0.468189517289604,0.873999875364468,-0.0739998753644682,-0.733698671754818,NA,-0.329947266283957,NA,NA,NA,NA,0,NA
13,1,50,0,NA,1,NA,NA,NA,0.8,2,917.634080004063,1,1,NA,13,NA,NA,NA,NA,NA,0.8,1,2,0,0,-0.5,0,0,0.5,NA,1.46695967049491,-0.188162597654506,1.05590583273652,-0.0569477285780892,0.823639504335244,0.468189517289604,0.35544998704564,0.468189517289604,0.823639504335244,-0.0236395043352436,-0.74564641637384,NA,-0.403903783022036,NA,NA,NA,NA,0,NA
13,1,51,0,NA,1,NA,NA,NA,0,1,975.290689995745,2,0,NA,14,NA,NA,NA,NA,NA,0.8,0,1,0,1,-0.5,0,0,0.5,NA,-0.300407038132622,1.53166516194724,-1.14846624448032,-1.23916884627163,0.468189517289604,0.805773514844674,-0.33758399755507,0.468189517289604,0.805773514844674,-0.468189517289604,-0.64602326075852,NA,0.212763363012743,NA,NA,-1.04830535645125,-1.3985685935297,1,NA
13,1,52,0,NA,1,NA,NA,NA,0.6,1,1005.67609300197,1,1,NA,15,NA,NA,NA,NA,NA,0,0,2,0,0,-0.5,0,0,0.5,NA,1.37812648384953,-1.34693640448851,1.72255748852308,-0.541308694048522,0.805773514844674,0.240734476057037,0.565039038787638,0.240734476057037,0.805773514844674,-0.205773514844674,-0.689632140419195,NA,-0.0571755201316781,NA,NA,NA,NA,1,NA
13,1,53,0,NA,1,NA,NA,NA,1,2,993.576676002704,2,0,NA,16,NA,NA,NA,NA,NA,0.6,0,1,0,1,-0.5,0,0,0.5,NA,-1.43135789545345,1.00349611507123,-1.54218355611386,2.02508315795341,0.240734476057037,0.70209951770525,-0.461365041648213,0.240734476057037,0.70209951770525,0.759265523942963,-0.680150877359215,NA,0.001513480391244,NA,NA,NA,NA,1,NA
13,1,54,0,NA,1,NA,NA,NA,0,2,865.929940991919,2,0,NA,17,NA,NA,NA,NA,NA,1,1,1,0,1,-0.5,0,0,0.5,NA,0.465136385842857,1.00349611507123,-0.328979818769633,-1.64861778375486,0.622154395549799,0.70209951770525,-0.0799451221554514,0.622154395549799,0.70209951770525,-0.622154395549799,-0.583400052478074,NA,0.600400904579486,NA,NA,-1.04830535645125,-1.3985685935297,1,NA
13,1,55,0,NA,1,NA,NA,NA,0.8,1,797.900610996294,1,1,NA,18,NA,NA,NA,NA,NA,0,0,2,0,0,-0.5,0,0,0.5,NA,0.862639136058359,-1.01753779349033,1.18713616879725,0.266271559805828,0.70209951770525,0.305391939148343,0.396707578556907,0.305391939148343,0.70209951770525,0.0979004822947498,-0.733566758972719,NA,-0.32913072641067,NA,NA,-0.437547262922898,0.673462943590382,1,NA
13,1,56,0,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,NA,NA,NA,NA,NA,0.8,0,NA,0,NA,-0.5,0,0,0.5,NA,NA,NA,NA,0.0059183616761975,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,NA
13,1,57,0,NA,1,NA,NA,NA,1,1,666.552174996468,1,1,NA,20,NA,NA,NA,NA,NA,NA,0,2,0,0,-0.5,0,0,0.5,NA,1.11326629915735,-1.01753779349033,1.3474645251495,0.664097431804878,0.7525052549198,0.305391939148343,0.447113315771457,0.305391939148343,0.7525052549198,0.2474947450802,-0.72046847236985,NA,-0.248052356954819,NA,NA,-0.525498511110003,0.37508333650246,1,NA
13,1,58,1,12,2,0.8,0,0,0.8,2,511.478893007734,2,1,1,1,0,2,9,0.2,1,1,0,1,0.3,1,0.5,0.5,0.3,-0.5,-0.5,-1.10986836979139,1.86143460879778,-1.87217678631526,1.32126214186031,0.305391939148343,0.870503769091244,-0.565111829942902,0.305391939148343,0.870503769091244,0.494608060851657,-0.70903170763646,-0.776370777684671,-0.177258804748504,-0.476015083051071,0.0673390700482113,NA,NA,0,0.30504521170232
13,1,59,1,22,2,0.6,0,0,0.4,1,872.017326997593,1,0,0,2,0.8,2,20,0.6,0,0.8,0,2,0,0,0.5,0.5,0.1,-0.5,0.5,1.69997794134219,0.258759952581642,0.925934080596351,-1.24532328845324,0.870503769091244,0.555915686531786,0.314588082559458,0.555915686531786,0.870503769091244,-0.470503769091244,-0.755126897423751,-0.525498511110003,-0.4625879429041,0.37508333650246,-0.229628386313748,NA,NA,0,-0.504282861989895
